No,gene,CNS_assoc_HPOs,CNS_HP_Count,pvalue_CNS_more,pvalue_CNS_less,DownGeneDrugs,UpGeneDrugs
4096,IRF2BPL,"HP:0001272, HP:0001273, HP:0001317, HP:0002011, HP:0002059, HP:0002060, HP:0002500, HP:0002977, HP:0007367, HP:0007369, HP:0007371, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0012762, HP:0100547",19,,5.62484E-06,,
4097,IRF3,"HP:0002011, HP:0012639",2,,3.00202E-06,,
4098,IRF4,"HP:0002011, HP:0002118, HP:0012443, HP:0012639, HP:0012759",5,,4.26515E-16,,estradiol
4099,IRF6,"HP:0002011, HP:0002143, HP:0002414, HP:0010301, HP:0012639, HP:0012759, HP:0410043",7,,2.17419E-10,,
4100,IRF7,,,,7.34404E-05,,
4101,IRF8,,,,5.97437E-05,,"daunorubicin, ephedrine, pyrimethamine"
4102,IRF9,,,,9.13272E-05,,
4103,IRGC,,,,0.000680419,,
4104,IRX4,,,,5.69326E-05,,
4105,IRX6,,,,0.00031112,,
4106,ISCA2,"HP:0002011, HP:0002060, HP:0002500, HP:0002518, HP:0012443, HP:0012639, HP:0012759, HP:0100547",8,,1.39779E-07,,
4107,ISCU,,,,4.30847E-09,,doxorubicin
4108,ISG15,"HP:0002011, HP:0002060, HP:0012443, HP:0012639, HP:0100547",5,,4.20778E-05,,"caffeine, carbamazepine, chlorcyclizine, corynanthine, procarbazine, reserpine, teniposide"
4109,ISG20,,,,1.4647E-13,,"dacarbazine, verapamil"
4110,ISG20L2,,,,4.29483E-05,,
4111,ISL1,,,,4.31338E-05,,verapamil
4112,ISL2,,,,6.80524E-11,,
4113,ISLR,,,,2.78968E-05,,"fumonisin-b1, isoprenaline"
4114,ISLR2,,,1.42075E-06,,,
4115,ISM2,,,,1.38112E-05,,
4116,ISOC1,,,,3.90553E-05,,
4117,ISOC2,,,,2.21507E-08,,
4118,ISX,,,,4.90208E-10,,
4119,ITCH,HP:0012759,1,,0.000578096,,
4120,ITFG1,,,0.000554369,,reserpine,
4121,ITFG2,,,,0.000270787,,
4122,ITFG3,,,,0.000174685,,
4123,ITGA1,,,,0.000298224,,
4124,ITGA4,,,,9.84771E-06,,phenylbutazone
4125,ITGA5,,,,0.000350815,,
4126,ITGA8,,,,1.15093E-05,,
4127,ITGAD,,,,9.43902E-06,,
4128,ITGAE,,,,2.29054E-08,,"methotrexate, phensuximide"
4129,ITGAL,,,,0.000741259,,
4130,ITGB1,,,,0.000262297,,
4131,ITGB1BP2,,,,5.27904E-07,,
4132,ITGB2,,,,0.000227979,,"doxorubicin, ephedrine"
4133,ITGB4,"HP:0002011, HP:0002143, HP:0010301, HP:0012639, HP:0410043",5,,1.14228E-08,,
4134,ITGB6,"HP:0001273, HP:0002011, HP:0002060, HP:0002500, HP:0002977, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",10,,6.75201E-05,,
4135,ITGB7,,,,1.04342E-14,,
4136,ITGB8,,,0.044488423,,,
4137,ITIH1,,,,6.4427E-14,,
4138,ITIH2,,,,2.75786E-12,,
4139,ITIH3,,,,8.02341E-12,,
4140,ITIH4,,,0.044965903,,,
4141,ITK,,,,1.41791E-12,,
4142,ITLN1,,,,6.12632E-15,,
4143,ITLN2,,,,8.21925E-06,,
4144,ITPKC,,,,1.25265E-10,,
4145,ITPR3,,,,4.45488E-05,,propranolol
4146,ITPRIP,,,,0.000568844,,
4147,ITPRIPL1,,,,2.8282E-05,,
4148,ITPRIPL2,,,,0.000353982,,
4149,ITSN1,,,0.003282974,,,
4150,IYD,"HP:0002011, HP:0012443, HP:0012503, HP:0012639, HP:0012759",5,,1.65284E-09,,
4151,IZUMO4,,,,0.000937367,,
4152,JAK3,"HP:0002011, HP:0012639",2,,7.70347E-05,,
4153,JAKMIP1,,,7.48502E-05,,,
4154,JAKMIP2,,,2.28355E-06,,,
4155,JAKMIP3,,,0.000616857,,,
4156,JAM2,"HP:0001317, HP:0002011, HP:0002060, HP:0002118, HP:0002977, HP:0007364, HP:0010662, HP:0010663, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0100547",13,0.028453328,,,
4157,JAM3,"HP:0001317, HP:0001321, HP:0002011, HP:0002060, HP:0002118, HP:0002977, HP:0007360, HP:0007364, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759, HP:0100547",14,1.48503E-07,,domperidone,
4158,JMJD1C,"HP:0002011, HP:0002060, HP:0002118, HP:0002143, HP:0002414, HP:0002977, HP:0007364, HP:0010301, HP:0010651, HP:0012443, HP:0012639, HP:0012759, HP:0100547, HP:0410043",14,0.007426156,,,
4159,JMJD4,,,,3.0124E-05,,
4160,JMJD6,,,,0.000167644,,"busulfan, cilostazol, estradiol-benzoate, ethotoin, etretinate, fluorouracil, lonidamine"
4161,JMJD8,,,,2.39446E-07,,
4162,JOSD1,,,,3.39348E-07,,
4163,JOSD2,,,,1.17734E-07,,
4164,JPH2,,,,1.9584E-06,,
4165,JPH3,"HP:0002011, HP:0002059, HP:0002060, HP:0002120, HP:0002339, HP:0002340, HP:0002538, HP:0002977, HP:0007367, HP:0007369, HP:0007374, HP:0010994, HP:0012443, HP:0012444, HP:0012639, HP:0100547",16,4.09866E-06,,,
4166,JPH4,,,2.84794E-07,,,
4167,JRKL,,,,1.69989E-06,,
4168,JSRP1,,,,1.52335E-11,,
4169,JTB,,,,7.02729E-08,,
4170,JUN,,,,2.75902E-06,,
4171,JUNB,,,,2.78419E-05,,"lithocholic-acid, misoprostol"
4172,JUND,,,,9.89943E-08,,
4173,JUP,,,,0.000145865,,"idoxuridine, vinblastine"
4174,KAAG1,,,,0.000583755,,
4175,KAL1,,,0.011961265,,,
4176,KALRN,,,0.001579759,,,
4177,KANK2,,,,0.0001624,,dexamethasone
4178,KANK4,,,,5.8546E-06,,
4179,KANSL1L,,,0.001024573,,,
4180,KANSL2,,,,5.86583E-06,,
4181,KARS,,,,5.20259E-06,,
4182,KAT5,"HP:0001272, HP:0001273, HP:0001317, HP:0002011, HP:0002060, HP:0002500, HP:0002538, HP:0002977, HP:0006919, HP:0006989, HP:0007364, HP:0007370, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759, HP:0100547",18,,3.04505E-08,,
4183,KAT7,,,,5.01208E-05,,
4184,KAT8,"HP:0001273, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002118, HP:0002120, HP:0002500, HP:0002538, HP:0002977, HP:0006913, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",20,,2.48369E-06,,
4185,KATNA1,,,,4.1302E-05,,
4186,KAZALD1,,,,1.41812E-14,,
4187,KAZN,,,0.000739267,,"chlorambucil, estradiol, phensuximide, propylthiouracil",
4188,KBTBD11,,,4.05646E-05,,,
4189,KBTBD13,"HP:0012639, HP:0012759",2,,0.00022321,,
4190,KBTBD3,,,0.008787637,,,
4191,KBTBD6,,,0.002922311,,,
4192,KCNA1,"HP:0001272, HP:0001273, HP:0001317, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002500, HP:0002506, HP:0002538, HP:0002977, HP:0006919, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",23,0.016369453,,,
4193,KCNA2,"HP:0001273, HP:0002011, HP:0002059, HP:0002060, HP:0002500, HP:0002977, HP:0007364, HP:0007367, HP:0007369, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",14,0.003756738,,,
4194,KCNA3,,,0.028373822,,,
4195,KCNA6,,,1.41771E-05,,,
4196,KCNA7,,,,0.000162128,,
4197,KCNAB1,,,0.001500843,,,
4198,KCNB1,"HP:0001273, HP:0002011, HP:0002059, HP:0002060, HP:0002500, HP:0002977, HP:0007364, HP:0007367, HP:0007369, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",14,5.07677E-05,,,
4199,KCNB2,,,1.64391E-05,,,
4200,KCNC1,"HP:0001272, HP:0001317, HP:0002011, HP:0011282, HP:0011283, HP:0012443, HP:0012639",7,9.91783E-05,,,
4201,KCNC2,,,6.46889E-05,,,
4202,KCNC3,"HP:0001272, HP:0001317, HP:0002011, HP:0002062, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759",9,0.009633846,,,
4203,KCND1,,,,1.66314E-07,,
4204,KCND2,,,1.27115E-08,,,
4205,KCND3,"HP:0001272, HP:0001317, HP:0002011, HP:0011282, HP:0011283, HP:0012443, HP:0012639",7,6.12684E-06,,,
4206,KCNE1,,,0.006386002,,,
4207,KCNE3,,,,0.000646163,,
4208,KCNF1,,,0.000567406,,,
4209,KCNG3,,,,1.71622E-08,,
4210,KCNH1,"HP:0002011, HP:0002060, HP:0002143, HP:0002414, HP:0002977, HP:0007364, HP:0010301, HP:0012443, HP:0012639, HP:0012759, HP:0100547, HP:0410043",12,0.000277153,,,
4211,KCNH4,,,0.035446979,,,
4212,KCNH5,,,0.000240764,,,
4213,KCNH6,,,,5.19157E-06,,
4214,KCNH7,,,1.05063E-09,,,
4215,KCNH8,,,4.60667E-06,,,
4216,KCNIP1,,,9.78954E-07,,,
4217,KCNIP2,,,0.000939159,,,
4218,KCNIP4,,,1.25341E-05,,,
4219,KCNJ12,,,,0.000782512,,
4220,KCNJ13,"HP:0001317, HP:0002011, HP:0002334, HP:0002977, HP:0006817, HP:0007360, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759",11,,0.000589992,,
4221,KCNJ14,,,,2.44733E-07,,
4222,KCNJ15,,,,3.99721E-09,,"clomipramine, indometacin, vinblastine, zidovudine"
4223,KCNJ3,,,0.000824001,,,
4224,KCNJ6,"HP:0002011, HP:0002060, HP:0002977, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",8,5.40584E-07,,,
4225,KCNJ9,,,3.94775E-06,,,
4226,KCNK10,,,2.08991E-06,,,
4227,KCNK12,,,0.000916597,,,
4228,KCNK15,,,,0.000441881,,
4229,KCNK16,,,,2.17858E-07,,
4230,KCNK17,,,,1.01831E-05,,
4231,KCNK2,,,0.000108855,,,
4232,KCNK4,"HP:0001273, HP:0002011, HP:0002060, HP:0002079, HP:0002118, HP:0002500, HP:0002977, HP:0007364, HP:0007370, HP:0012443, HP:0012639, HP:0012759, HP:0100547",13,0.007074493,,,
4233,KCNK5,,,,1.70854E-15,,
4234,KCNK6,,,,0.000164912,,
4235,KCNK7,,,,1.49606E-06,,
4236,KCNK9,"HP:0012639, HP:0012759",2,8.23336E-06,,,
4237,KCNMA1,"HP:0001272, HP:0001273, HP:0001317, HP:0002011, HP:0002059, HP:0002060, HP:0002120, HP:0002500, HP:0002538, HP:0002977, HP:0006913, HP:0007364, HP:0007367, HP:0007369, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",21,3.65328E-06,,,
4238,KCNMB2,,,0.007418819,,,
4239,KCNMB3,,,,9.45478E-05,,
4240,KCNMB4,,,0.000128957,,,
4241,KCNN1,,,0.000963541,,,
4242,KCNN2,,,0.000119588,,,
4243,KCNN4,,,,9.00282E-12,,cytochalasin-b
4244,KCNQ2,"HP:0001273, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002453, HP:0002500, HP:0002977, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",17,0.000475962,,,
4245,KCNQ3,HP:0006919,1,6.97062E-09,,,
4246,KCNS1,,,0.025755752,,,
4247,KCNS2,,,0.027400077,,,
4248,KCNT2,"HP:0001273, HP:0002011, HP:0002060, HP:0002079, HP:0002500, HP:0002977, HP:0007364, HP:0007370, HP:0012443, HP:0012639, HP:0012759, HP:0100547",12,0.004939159,,,
4249,KCNU1,,,,3.36153E-06,,
4250,KCNV1,,,0.005936665,,,
4251,KCTD1,,,0.016103085,,,
4252,KCTD11,,,,4.32358E-07,,
4253,KCTD13,,,0.001660715,,,
4254,KCTD14,,,,1.98119E-08,,
4255,KCTD16,,,6.29629E-05,,,
4256,KCTD3,,,0.019398012,,,
4257,KCTD7,"HP:0001272, HP:0001273, HP:0001317, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002500, HP:0002977, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",20,0.000783476,,,
4258,KCTD8,,,4.07857E-05,,,
4259,KCTD9,,,,3.58139E-07,,
4260,KDELR1,,,,6.83969E-06,,
4261,KDELR2,HP:0012759,1,,4.83983E-06,,
4262,KDELR3,,,,4.0105E-07,,
4263,KDM2A,,,,0.000339772,,
4264,KDM4A,,,,0.000488094,,
4265,KDM4B,"HP:0001273, HP:0002011, HP:0002059, HP:0002060, HP:0002118, HP:0002120, HP:0002500, HP:0002538, HP:0002977, HP:0006913, HP:0006919, HP:0007343, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0025100, HP:0100547",22,0.010772714,,,
4266,KDM4D,,,0.000605411,,,
4267,KDM5A,,,,5.43201E-05,,
4268,KDM5C,"HP:0002011, HP:0002060, HP:0002977, HP:0006919, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",9,,2.15624E-08,,
4269,KDM5D,,,0.000374344,,"AM-580, caffeine, cyproterone, ethinyl-estradiol, etidronic-acid, etretinate, flubendazole, genistein, hydrocortisone, mefenamic-acid, ochratoxin-a, phenytoin, propranolol, solanine",
4270,KDM6A,"HP:0002011, HP:0002059, HP:0002060, HP:0002118, HP:0002120, HP:0002538, HP:0002977, HP:0007364, HP:0007367, HP:0007369, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",15,,7.76943E-05,,
4271,KDM6B,HP:0012759,1,,0.000192922,,mestinon
4272,KDM8,,,,2.78523E-06,,
4273,KDR,,,,0.000805456,,
4274,KEAP1,"HP:0002011, HP:0012639",2,,9.5948E-06,,bupivacaine
4275,KEL,,,,0.000896544,,
4276,KERA,,,,8.98798E-06,,
4277,KHDC1,,,0.033074772,,,
4278,KHDRBS2,,,1.19343E-05,,,
4279,KHDRBS3,,,0.003034583,,,
4280,KHNYN,,,,2.81545E-05,,
4281,KHSRP,,,,4.86879E-06,,
4282,KIAA0040,,,,1.09299E-06,,azacitidine
4283,KIAA0101,,,,2.27902E-05,,
4284,KIAA0125,,,,1.16643E-08,,
4285,KIAA0226,,,0.012824632,,,
4286,KIAA0319,,,5.7811E-06,,,
4287,KIAA0368,,,,2.82037E-06,,
4288,KIAA0408,,,4.79142E-11,,,
4289,KIAA0430,,,,4.95984E-05,,
4290,KIAA0513,,,0.000878578,,,
4291,KIAA0753,"HP:0001273, HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002060, HP:0002079, HP:0002118, HP:0002334, HP:0002418, HP:0002500, HP:0002977, HP:0006817, HP:0007036, HP:0007068, HP:0007360, HP:0007364, HP:0007370, HP:0010662, HP:0011282, HP:0011283, HP:0011751, HP:0012286, HP:0012443, HP:0012503, HP:0012639, HP:0012759, HP:0030047, HP:0100547",29,0.017775418,,"cycloheximide, ethinylestradiol, fenoterol",
4292,KIAA0754,,,1.23381E-05,,,
4293,KIAA0825,,,0.009920953,,,
4294,KIAA0895L,,,0.000381388,,,
4295,KIAA0907,,,,1.88754E-08,,
4296,KIAA0930,,,0.007622976,,,
4297,KIAA1009,,,0.000213539,,,
4298,KIAA1024L,,,,0.000422239,,
4299,KIAA1045,,,0.001833302,,,
4300,KIAA1107,,,1.60936E-05,,,
4301,KIAA1109,"HP:0001273, HP:0001317, HP:0001321, HP:0002011, HP:0002060, HP:0002118, HP:0002363, HP:0002365, HP:0002500, HP:0002538, HP:0002977, HP:0007033, HP:0007360, HP:0007362, HP:0007364, HP:0007370, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759, HP:0100547",22,8.7175E-07,,,
4302,KIAA1143,,,,0.000281481,,
4303,KIAA1147,,,0.033591925,,,
4304,KIAA1210,,,,1.72889E-09,,
4305,KIAA1211,,,0.00069038,,,
4306,KIAA1217,,,,3.73084E-06,,
4307,KIAA1239,,,0.008752126,,,
4308,KIAA1244,,,0.000116227,,,
4309,KIAA1279,,,1.12107E-06,,,
4310,KIAA1324L,,,2.66041E-06,,,
4311,KIAA1328,,,3.65703E-07,,,
4312,KIAA1377,,,0.032825441,,,
4313,KIAA1456,,,0.007286706,,,
4314,KIAA1467,,,0.003573426,,,
4315,KIAA1468,,,8.41262E-06,,,
4316,KIAA1549,HP:0012759,1,1.42634E-05,,,
4317,KIAA1549L,,,9.78954E-08,,,
4318,KIAA1598,,,3.56827E-05,,,
4319,KIAA1644,,,0.002437398,,,
4320,KIAA1658,,,,9.40774E-05,,
4321,KIAA1683,,,,7.34001E-06,,
4322,KIAA1715,,,2.76816E-08,,,
4323,KIAA1841,,,0.001328839,,,
4324,KIAA1984,,,,1.32075E-05,,
4325,KIAA2022,,,1.93918E-13,,,
4326,KIAA2026,,,0.006874037,,,
4327,KIDINS220,"HP:0001273, HP:0001317, HP:0001321, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002118, HP:0002500, HP:0002977, HP:0007360, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0010951, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0030047, HP:0100547",24,6.17647E-08,,,
4328,KIF19,,,,8.83442E-06,,
4329,KIF1A,"HP:0001272, HP:0001273, HP:0001317, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002118, HP:0002120, HP:0002334, HP:0002363, HP:0002500, HP:0002538, HP:0002977, HP:0006855, HP:0006919, HP:0007343, HP:0007364, HP:0007366, HP:0007367, HP:0007369, HP:0007370, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012703, HP:0012759, HP:0025100, HP:0030047, HP:0100275, HP:0100547",33,1.03428E-12,,,
4330,KIF1B,"HP:0002011, HP:0002143, HP:0002176, HP:0012443, HP:0012639, HP:0100659",6,5.72074E-07,,decitabine,
4331,KIF20A,"HP:0002011, HP:0012443, HP:0012639, HP:0100659",4,,6.87205E-06,,"BRD-A66861218, caffeine, carbamazepine, chlorcyclizine, flurbiprofen, ifosfamide, lithocholic-acid, parbendazole, retinol"
4332,KIF20B,,,,0.000289237,,
4333,KIF21A,,,8.54117E-05,,,
4334,KIF21B,,,2.29361E-14,,,
4335,KIF22,"HP:0002011, HP:0002143, HP:0010301, HP:0012639, HP:0410043",5,,4.79995E-07,,
4336,KIF23,,,,0.000112967,,
4337,KIF26B,,,0.000139635,,,
4338,KIF2C,,,,0.000426488,,"caffeine, domperidone, valproic-acid"
4339,KIF3A,,,1.09778E-05,,,
4340,KIF3C,,,1.8405E-10,,,
4341,KIF5A,"HP:0002011, HP:0002060, HP:0002977, HP:0007364, HP:0007367, HP:0012443, HP:0012639, HP:0012757, HP:0012759, HP:0100547",10,1.06191E-11,,,
4342,KIF5C,"HP:0001273, HP:0002011, HP:0002060, HP:0002079, HP:0002500, HP:0002538, HP:0002539, HP:0002977, HP:0006919, HP:0007364, HP:0007370, HP:0012443, HP:0012639, HP:0012759, HP:0100547",15,6.30429E-12,,fluconazole,
4343,KIFAP3,,,1.29227E-05,,,
4344,KIFC1,,,,8.93583E-05,,
4345,KIFC2,,,0.011569482,,,
4346,KIR2DL2,,,,1.01086E-05,,
4347,KIR2DL3,,,,0.000101335,,
4348,KIR2DL4,,,,0.000405657,,
4349,KIR3DL1,,,,1.33706E-05,,
4350,KIRREL3,"HP:0001273, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002118, HP:0002500, HP:0002538, HP:0002977, HP:0006919, HP:0007343, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0012443, HP:0012444, HP:0012639, HP:0012703, HP:0012759, HP:0025100, HP:0030047, HP:0100547",23,4.37303E-07,,,
4351,KISS1,,,,1.55316E-08,,
4352,KITLG,,,0.005293081,,,
4353,KLB,,,,5.18441E-05,,
4354,KLC1,,,0.02139387,,,
4355,KLC2,"HP:0012639, HP:0012759",2,0.026272529,,,
4356,KLF1,,,,6.78819E-15,,
4357,KLF10,,,,7.52426E-06,,
4358,KLF11,,,,3.60124E-05,,
4359,KLF12,,,2.62966E-08,,,
4360,KLF14,,,,0.000340495,,
4361,KLF16,,,,2.06865E-06,,
4362,KLF2,,,,5.35264E-05,,mifepristone
4363,KLF3,,,,0.000672227,,
4364,KLF4,,,,4.43066E-06,,diphenhydramine
4365,KLF5,,,,4.50873E-09,,
4366,KLF6,,,,0.000120173,,thiotepa
4367,KLF7,,,3.11466E-08,,,
4368,KLF8,,,0.023815585,,,
4369,KLF9,,,,0.000150476,,menadione
4370,KLHDC10,,,0.004203519,,,
4371,KLHDC3,,,,2.29034E-08,,
4372,KLHDC7A,,,,3.68796E-12,,
4373,KLHDC7B,,,,0.000441206,,
4374,KLHDC8A,,,4.32845E-05,,,
4375,KLHDC8B,,,,1.99502E-07,,
4376,KLHL1,,,3.80801E-06,,,
4377,KLHL15,"HP:0002011, HP:0002060, HP:0002118, HP:0002538, HP:0012443, HP:0012639, HP:0012759, HP:0030047, HP:0100547",9,,4.81992E-13,,
4378,KLHL21,,,,1.9181E-08,,"dexketoprofen, esmolol, estradiol, haloperidol, ifosfamide, menadione, primidone, propranolol"
4379,KLHL22,,,0.010396817,,,
4380,KLHL23,,,7.8175E-05,,,
4381,KLHL25,,,0.000920672,,,
4382,KLHL29,,,0.000120884,,,
4383,KLHL30,,,,2.78308E-08,,
4384,KLHL31,,,,3.23298E-10,,
4385,KLHL32,,,3.20513E-06,,,
4386,KLHL33,,,,0.000514171,,
4387,KLHL34,,,,6.0942E-05,,
4388,KLHL35,,,0.000341379,,,
4389,KLHL4,,,0.001536,,,
4390,KLHL40,"HP:0012639, HP:0012759",2,,0.000241347,,
4391,KLHL42,,,0.001974679,,,
4392,KLHL5,,,0.000234286,,,
4393,KLHL7,HP:0012759,1,8.6953E-09,,,
4394,KLK1,,,,3.28497E-07,,
4395,KLK11,,,,1.4483E-10,,"chlormadinone, cyproterone, exemestane, ketoprofen, methyldopa, vinblastine"
4396,KLK12,,,,2.13867E-07,,
4397,KLK15,,,,1.16236E-05,,
4398,KLK5,,,,4.86405E-06,,"acyclovir, CD-437"
4399,KLK6,,,,1.26161E-05,,
4400,KLK7,,,,0.000161838,,haloperidol
4401,KLK8,,,,4.00824E-09,,
4402,KLK9,,,,0.000199865,,
4403,KLLN,"HP:0001317, HP:0002011, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759",7,,0.000129452,,
4404,KLRB1,,,,4.27141E-08,,
4405,KLRC1,,,,3.86326E-05,,
4406,KLRC4,"HP:0002011, HP:0012639, HP:0012759",3,,0.000881746,,
4407,KLRF1,,,,3.09446E-06,,
4408,KLRF2,,,,5.56879E-06,,
4409,KLRG1,,,0.027856083,,,
4410,KLRG2,,,,6.94383E-05,,
4411,KLRK1,,,,0.000331134,,
4412,KMO,,,,3.95211E-05,,"azacitidine, betamethasone, chlordiazepoxide, sertaconazole, sulfadiazine"
4413,KMT2A,"HP:0001273, HP:0002011, HP:0002060, HP:0002500, HP:0002977, HP:0006919, HP:0007364, HP:0012443, HP:0012503, HP:0012639, HP:0012759, HP:0100547",12,4.51589E-06,,,
4414,KNG1,,,,5.01516E-14,,
4415,KNSTRN,"HP:0002011, HP:0002118, HP:0002977, HP:0012443, HP:0012639, HP:0012759",6,,0.000590778,,
4416,KNTC1,,,,0.00061771,,
4417,KPNA2,,,,0.000731973,,
4418,KPNA3,"HP:0002011, HP:0002062, HP:0002143, HP:0002314, HP:0002492, HP:0007367, HP:0007372, HP:0012639, HP:0100561",9,2.02622E-06,,,
4419,KPNA5,,,0.003328899,,,
4420,KPNA6,,,,5.07252E-05,,
4421,KPNA7,,,,6.70856E-09,,
4422,KPNB1,,,,0.000694378,,
4423,KPTN,"HP:0006919, HP:0012759",2,,0.000325311,,
4424,KRBA1,,,,0.000492508,,
4425,KREMEN2,,,,2.53361E-08,,
4426,KRI1,,,,1.64891E-07,,
4427,KRR1,,,,0.000306361,,
4428,KRT1,,,,7.31134E-07,,sulfasalazine
4429,KRT10,,,,9.43321E-08,,
4430,KRT13,,,,9.77974E-08,,"beclometasone, busulfan, cortisol, cycloheximide, cyclosporin-a, dexketoprofen, diflorasone, ethinyl-estradiol, flutamide, haloperidol, isotretinoin, phensuximide, ritodrine, sparfloxacin, terbutaline, tolfenamic-acid, verapamil, vinblastine"
4431,KRT15,,,,6.56202E-13,,"acebutolol, androstenedione, clomifene, dexketoprofen, hydrocortisone, ifosfamide, ketoprofen, primidone, progesterone, sparfloxacin, zidovudine"
4432,KRT18,,,,7.30423E-10,,"acyclovir, clomifene, imipramine, mepireserpate, methotrexate, tretinoin"
4433,KRT19,,,,8.1007E-14,,"acebutolol, androstenedione, azacitidine, BRD-A66861218, clomipramine, cycloheximide, etidronic-acid, flutamide, isotretinoin, mefenamic-acid, naproxen, quinidine, ritodrine, solanine, tolbutamide, vidarabine"
4434,KRT2,,,,9.15711E-06,,albendazole
4435,KRT20,,,,2.27651E-05,,"daunorubicin, digoxin, etidronic-acid, lamotrigine"
4436,KRT23,,,,1.04908E-09,,"acebutolol, azacitidine, chlorcyclizine, clomipramine, dexketoprofen, isosorbide, methyldopa, quercetin, vincristine"
4437,KRT26,,,,1.57378E-06,,
4438,KRT39,,,,0.000953059,,
4439,KRT4,,,,7.07496E-08,,
4440,KRT40,,,,3.27273E-06,,
4441,KRT5,"HP:0002011, HP:0002118, HP:0012443, HP:0012639, HP:0012759",5,,5.73639E-13,,"corynanthine, cytarabine, depomedrol, dexketoprofen, flutamide, menadione, naproxen, primidone, progesterone, sulfasalazine, verapamil"
4442,KRT6A,,,,4.50737E-05,,"clomifene, cycloheximide, cytarabine, fluorouracil, flutamide, ifosfamide, tolmetin, yohimbine"
4443,KRT6C,,,,0.000129222,,
4444,KRT7,,,,4.65948E-17,,"acebutolol, acyclovir, albendazole, alitretinoin, betamethasone, clomifene, epinephrine, esmolol, estradiol-benzoate, flutamide, isotretinoin, parbendazole, reserpine, tolbutamide, vidarabine"
4445,KRT71,,,,0.000172944,,
4446,KRT72,,,,8.68419E-10,,
4447,KRT76,,,,5.7481E-05,,
4448,KRT78,,,,0.000259155,,
4449,KRT8,,,,1.4519E-26,,"betamethasone, decitabine, imipramine"
4450,KRT80,,,,3.09469E-12,,
4451,KRT81,HP:0012759,1,,3.52431E-05,,
4452,KRT82,,,,0.000429775,,
4453,KRT86,HP:0012759,1,,3.55771E-09,,
4454,KRTAP5-9,,,,3.73093E-06,,
4455,KRTCAP2,,,,8.05027E-07,,
4456,KRTCAP3,,,,8.96502E-09,,
4457,KRTDAP,,,,0.000147498,,
4458,KSR2,,,0.000162863,,,
4459,KTI12,,,,5.69765E-06,,
4460,KXD1,,,,9.49116E-05,,
4461,KYNU,"HP:0002011, HP:0002060, HP:0002977, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",8,,3.76559E-15,,"chlorpromazine, decitabine, diphenhydramine, epinephrine, ethionamide, flubendazole, imipramine, isotretinoin, nifedipine, phenytoin, ritodrine, sertaconazole, verapamil"
